modele,kilometrage,puissance,parking,GPS,Climatisation,Boite_auto,Systeme_GetAround,Regulateur,Pneus_hiver,rental_price_per_day,catégorie,type_km,couleur,essence,type
BMW,124417,100,True,True,False,False,True,False,True,125,Premium,km élevé,Marron,diesel,SUV
Mitsubishi,78156,190,True,True,False,True,True,False,True,200,Généraliste,km standard,Noir,diesel,SUV
Nissan,145242,120,True,True,False,False,False,False,True,110,Généraliste,km élevé,Marron,diesel,SUV
Mitsubishi,132652,173,True,True,False,True,True,True,True,141,Généraliste,km élevé,Bleu,diesel,SUV
Mitsubishi,64729,190,True,True,True,True,False,True,True,220,Généraliste,km standard,Gris,diesel,SUV
Mitsubishi,76677,190,True,True,False,True,True,False,True,175,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,140179,180,True,True,True,True,True,False,True,141,Généraliste,km élevé,Blanc,diesel,SUV
Nissan,176457,85,True,True,False,False,False,False,True,100,Généraliste,km élevé,Bleu,diesel,SUV
Mitsubishi,162511,225,True,True,False,True,True,False,True,149,Généraliste,km élevé,Noir,diesel,SUV
Nissan,153359,85,False,True,False,False,False,False,True,105,Généraliste,km élevé,Gris,diesel,SUV
BMW,207712,110,False,True,False,True,False,False,True,70,Premium,km élevé,Noir,diesel,SUV
BMW,154992,140,False,False,False,False,False,False,False,130,Premium,km élevé,Noir,diesel,SUV
BMW,177494,120,True,True,False,True,False,False,True,130,Premium,km élevé,Noir,diesel,SUV
Nissan,112687,135,False,True,False,True,True,False,True,128,Généraliste,km standard,Argent,diesel,SUV
SEAT,50003,140,True,True,False,True,True,False,True,192,Généraliste,km standard,Noir,diesel,SUV
BMW,36420,140,False,True,False,True,False,True,True,167,Premium,km faible,Gris,diesel,SUV
BMW,78087,105,False,True,False,False,False,False,True,147,Premium,km standard,Noir,diesel,SUV
Mitsubishi,18439,233,False,True,False,False,False,False,True,208,Généraliste,km faible,Noir,essence,SUV
Mitsubishi,152584,160,True,True,True,True,True,False,True,184,Généraliste,km élevé,Bleu,diesel,SUV
SEAT,41099,230,False,False,False,False,False,False,False,195,Généraliste,km faible,Rouge,diesel,SUV
Nissan,126681,105,False,True,False,False,False,False,True,112,Généraliste,km élevé,Gris,diesel,SUV
Mitsubishi,706,155,True,True,False,True,True,True,True,204,Généraliste,km faible,Noir,diesel,SUV
BMW,164621,110,True,True,False,False,True,False,True,135,Premium,km élevé,Blanc,diesel,SUV
Nissan,135373,105,False,False,False,False,False,False,True,104,Généraliste,km élevé,Noir,diesel,SUV
BMW,182828,120,True,True,False,True,True,False,True,125,Premium,km élevé,Gris,diesel,SUV
BMW,180007,110,True,True,False,True,False,False,True,84,Premium,km élevé,Marron,diesel,SUV
Nissan,122922,120,False,True,False,False,False,False,True,112,Généraliste,km élevé,Gris,diesel,SUV
BMW,49808,140,True,True,True,True,True,True,True,193,Premium,km faible,Blanc,diesel,SUV
SEAT,174496,190,True,True,False,True,True,False,True,176,Généraliste,km élevé,Noir,diesel,SUV
Mitsubishi,135595,225,True,True,False,True,True,False,True,141,Généraliste,km élevé,Noir,diesel,SUV
Nissan,140710,100,False,False,False,False,False,True,True,102,Généraliste,km élevé,Noir,diesel,SUV
Nissan,75800,120,False,True,True,False,False,False,True,107,Généraliste,km standard,Marron,diesel,SUV
Mitsubishi,231522,173,True,True,False,True,True,False,True,117,Généraliste,km élevé,Gris,diesel,SUV
BMW,175174,140,True,True,False,True,True,True,True,160,Premium,km élevé,Gris,diesel,SUV
BMW,211183,135,False,True,False,False,True,False,True,135,Premium,km élevé,Marron,diesel,SUV
Nissan,139839,85,False,False,False,False,True,True,True,109,Généraliste,km élevé,Noir,diesel,SUV
Nissan,136333,105,False,True,False,True,True,False,True,113,Généraliste,km élevé,Noir,diesel,SUV
BMW,68202,120,False,False,True,True,False,False,True,127,Premium,km standard,Gris,diesel,SUV
Mitsubishi,169545,155,True,True,True,True,True,False,True,178,Généraliste,km élevé,Gris,diesel,SUV
Mitsubishi,114553,180,True,True,False,True,True,False,True,160,Généraliste,km standard,Marron,diesel,SUV
Nissan,170838,135,True,True,False,False,True,False,True,114,Généraliste,km élevé,Argent,diesel,SUV
Mitsubishi,69324,190,True,True,True,True,True,False,True,194,Généraliste,km standard,Noir,diesel,SUV
BMW,152889,140,False,False,False,False,False,False,False,151,Premium,km élevé,Blanc,diesel,SUV
Mitsubishi,40388,160,True,True,False,True,True,True,True,210,Généraliste,km faible,Noir,diesel,SUV
Nissan,160479,105,False,True,True,False,False,False,True,106,Généraliste,km élevé,Noir,diesel,SUV
Nissan,203030,120,True,True,False,False,False,False,True,108,Généraliste,km élevé,Noir,diesel,SUV
Nissan,180263,135,True,True,True,True,True,True,True,140,Généraliste,km élevé,Blanc,diesel,SUV
BMW,170671,100,True,True,True,False,True,True,True,123,Premium,km élevé,Marron,diesel,SUV
BMW,193693,100,False,True,False,False,False,False,True,104,Premium,km élevé,Noir,diesel,SUV
BMW,139427,140,True,True,True,True,True,False,True,145,Premium,km élevé,Blanc,diesel,SUV
BMW,137942,160,True,True,True,False,True,False,True,94,Premium,km élevé,Bleu,diesel,SUV
BMW,107688,140,False,False,True,False,False,False,True,157,Premium,km standard,Blanc,diesel,SUV
BMW,198384,135,False,True,False,True,False,False,True,123,Premium,km élevé,Noir,diesel,SUV
Nissan,55895,105,False,False,False,False,False,False,False,123,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,116244,160,True,True,True,False,False,False,True,194,Généraliste,km standard,Noir,diesel,SUV
BMW,73307,140,True,True,False,True,False,False,True,150,Premium,km standard,Noir,diesel,SUV
Nissan,84409,120,False,False,False,False,False,False,False,116,Généraliste,km standard,Bleu,diesel,SUV
Nissan,51193,105,False,True,False,False,False,False,True,125,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,152658,180,True,True,False,True,True,True,True,156,Généraliste,km élevé,Noir,diesel,SUV
Subaru,114389,280,True,True,False,True,True,False,True,194,Niche,km standard,Noir,diesel,SUV
SEAT,66809,140,True,True,False,True,True,False,True,175,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,123610,210,True,True,True,True,True,False,True,109,Généraliste,km élevé,Noir,diesel,SUV
BMW,194430,120,True,True,True,True,True,False,True,126,Premium,km élevé,Gris,diesel,SUV
Mitsubishi,203928,210,True,True,True,True,True,True,True,124,Généraliste,km élevé,Bleu,diesel,SUV
BMW,124267,100,False,True,False,False,False,False,True,119,Premium,km élevé,Argent,diesel,SUV
BMW,86425,190,False,True,False,False,False,False,True,145,Premium,km standard,Argent,diesel,SUV
BMW,68579,140,False,False,False,False,False,False,False,154,Premium,km standard,Marron,diesel,SUV
BMW,171858,120,False,True,False,True,False,False,True,122,Premium,km élevé,Gris,diesel,SUV
Mitsubishi,195580,155,True,True,False,True,True,False,True,148,Généraliste,km élevé,Gris,diesel,SUV
Nissan,172198,137,True,True,False,False,True,False,True,117,Généraliste,km élevé,Noir,diesel,SUV
Nissan,71204,105,False,False,False,False,False,False,False,114,Généraliste,km standard,Gris,diesel,SUV
Suzuki,115569,280,True,True,False,True,False,True,True,187,Généraliste,km standard,Gris,diesel,SUV
Nissan,167535,120,False,True,False,False,True,False,True,109,Généraliste,km élevé,Marron,diesel,SUV
Nissan,127708,135,True,True,True,True,True,True,True,143,Généraliste,km élevé,Noir,diesel,SUV
Mitsubishi,17004,155,True,True,False,True,True,False,True,208,Généraliste,km faible,Gris,diesel,SUV
BMW,139324,135,True,True,False,True,True,False,True,143,Premium,km élevé,Marron,diesel,SUV
Nissan,151608,135,True,False,False,False,False,False,True,121,Généraliste,km élevé,Marron,diesel,SUV
BMW,89187,120,True,True,False,True,False,False,True,132,Premium,km standard,Gris,diesel,SUV
BMW,116979,135,True,True,False,True,False,True,True,127,Premium,km standard,Argent,diesel,SUV
Mitsubishi,350316,170,True,False,False,False,False,False,True,55,Généraliste,km élevé,Noir,essence,SUV
Nissan,203459,85,False,False,False,False,False,True,True,105,Généraliste,km élevé,Noir,diesel,SUV
BMW,161348,120,False,False,False,True,False,False,True,129,Premium,km élevé,Noir,diesel,SUV
BMW,151354,100,True,True,False,False,True,False,True,131,Premium,km élevé,Noir,diesel,SUV
Nissan,167136,135,False,False,False,True,True,True,True,122,Généraliste,km élevé,Argent,diesel,SUV
Mitsubishi,94806,180,True,True,False,True,True,False,True,160,Généraliste,km standard,Bleu,diesel,SUV
Nissan,114569,105,False,True,False,True,True,False,True,122,Généraliste,km standard,Argent,diesel,SUV
BMW,132491,170,True,False,False,False,True,True,True,87,Premium,km élevé,Noir,essence,SUV
BMW,89085,135,False,False,False,True,True,False,True,133,Premium,km standard,Noir,diesel,SUV
BMW,24175,135,True,True,False,True,True,False,True,150,Premium,km faible,Beige,diesel,SUV
BMW,81401,135,False,False,False,False,False,False,False,127,Premium,km standard,Noir,diesel,SUV
Mitsubishi,174776,155,True,True,False,True,False,False,True,139,Généraliste,km élevé,Gris,diesel,SUV
Nissan,208672,105,False,False,False,False,False,False,True,107,Généraliste,km élevé,Blanc,diesel,SUV
BMW,97338,140,True,True,True,False,False,False,True,148,Premium,km standard,Noir,diesel,SUV
Nissan,78433,135,False,True,False,False,False,True,False,133,Généraliste,km standard,Gris,diesel,SUV
Subaru,130896,173,True,True,True,False,True,False,True,161,Niche,km élevé,Noir,diesel,SUV
SEAT,25914,140,True,True,False,False,True,True,True,182,Généraliste,km faible,Bleu,diesel,SUV
BMW,130530,135,False,True,False,False,False,False,True,135,Premium,km élevé,Bleu,diesel,SUV
SEAT,92108,120,True,True,True,True,True,False,True,160,Généraliste,km standard,Gris,diesel,SUV
BMW,150447,100,True,True,False,False,False,False,True,123,Premium,km élevé,Gris,diesel,SUV
BMW,102037,120,True,True,False,True,True,False,True,141,Premium,km standard,Rouge,diesel,SUV
Mitsubishi,124418,230,True,True,True,True,True,False,True,189,Généraliste,km élevé,Gris,diesel,SUV
Nissan,252954,100,False,True,True,True,False,False,True,101,Généraliste,km élevé,Noir,diesel,SUV
BMW,124547,155,True,True,False,True,True,False,True,148,Premium,km élevé,Argent,diesel,SUV
Mitsubishi,33639,180,True,True,False,True,True,False,True,228,Généraliste,km faible,Gris,Hybride,SUV
Nissan,70560,105,True,False,False,True,True,False,True,120,Généraliste,km standard,Gris,diesel,SUV
BMW,153059,140,False,False,False,False,False,False,False,120,Premium,km élevé,Rouge,diesel,SUV
Mitsubishi,122691,180,False,True,False,True,True,False,True,141,Généraliste,km élevé,Blanc,diesel,SUV
Mitsubishi,122640,155,False,True,True,True,True,False,True,124,Généraliste,km élevé,Gris,diesel,SUV
SEAT,58117,230,True,True,False,False,True,True,True,169,Généraliste,km standard,Blanc,diesel,SUV
Subaru,81536,225,True,True,False,True,True,False,True,174,Niche,km standard,Noir,diesel,SUV
BMW,158991,135,True,True,False,True,True,True,True,142,Premium,km élevé,Gris,diesel,SUV
BMW,89713,120,True,True,False,True,True,False,True,130,Premium,km standard,Argent,diesel,SUV
BMW,205837,100,True,True,False,False,False,False,True,122,Premium,km élevé,Noir,diesel,SUV
Mitsubishi,168160,160,True,True,False,True,True,False,True,175,Généraliste,km élevé,Gris,diesel,SUV
Mitsubishi,247315,155,True,True,True,True,True,True,True,120,Généraliste,km élevé,Noir,diesel,SUV
Nissan,130391,105,False,False,False,True,True,False,True,107,Généraliste,km élevé,Beige,diesel,SUV
BMW,144804,135,False,True,False,True,True,False,True,136,Premium,km élevé,Noir,diesel,SUV
BMW,119034,135,False,False,False,False,False,False,True,120,Premium,km standard,Argent,diesel,SUV
BMW,107254,135,True,True,False,True,True,False,True,128,Premium,km standard,Marron,diesel,SUV
Mitsubishi,187080,173,True,True,True,True,True,False,True,105,Généraliste,km élevé,Argent,diesel,SUV
BMW,112769,120,True,True,False,True,True,True,True,133,Premium,km standard,Gris,diesel,SUV
BMW,88181,135,False,True,False,True,True,False,True,135,Premium,km standard,Argent,diesel,SUV
Nissan,179624,150,False,False,False,False,False,False,True,107,Généraliste,km élevé,Noir,diesel,SUV
Nissan,177291,130,False,False,False,False,False,False,True,104,Généraliste,km élevé,Blanc,diesel,SUV
BMW,100860,135,True,True,False,True,True,True,True,139,Premium,km standard,Blanc,diesel,SUV
Nissan,73869,160,True,False,False,True,False,False,True,123,Généraliste,km standard,Bleu,diesel,SUV
Mitsubishi,174947,190,True,True,True,True,True,True,True,185,Généraliste,km élevé,Gris,diesel,SUV
SEAT,121365,140,True,True,False,True,True,False,True,177,Généraliste,km élevé,Noir,diesel,SUV
Mitsubishi,139170,225,True,True,True,True,False,True,True,166,Généraliste,km élevé,Bleu,diesel,SUV
Mitsubishi,161716,210,True,True,False,True,True,False,True,109,Généraliste,km élevé,Gris,diesel,SUV
Mitsubishi,56148,190,True,True,False,True,True,True,True,208,Généraliste,km standard,Bleu,diesel,SUV
Mitsubishi,121142,190,True,True,True,True,True,True,True,187,Généraliste,km élevé,Bleu,diesel,SUV
Mitsubishi,195997,155,True,True,False,True,True,False,True,148,Généraliste,km élevé,Gris,diesel,SUV
BMW,83305,135,False,True,True,True,True,False,True,138,Premium,km standard,Argent,diesel,SUV
BMW,118380,100,False,True,False,False,False,False,True,110,Premium,km standard,Marron,diesel,SUV
Nissan,132448,135,False,True,False,False,False,True,True,123,Généraliste,km élevé,Noir,diesel,SUV
Nissan,72639,85,False,False,False,False,False,False,True,110,Généraliste,km standard,Bleu,diesel,SUV
Nissan,87549,85,False,True,False,False,False,False,True,133,Généraliste,km standard,Bleu,diesel,SUV
Toyota,44827,280,True,True,True,True,False,True,True,223,Généraliste,km faible,Noir,diesel,SUV
BMW,113654,135,False,True,False,True,True,False,True,148,Premium,km standard,Blanc,diesel,SUV
Mitsubishi,96239,190,True,True,False,True,True,True,True,200,Généraliste,km standard,Gris,diesel,SUV
BMW,104793,135,False,False,False,False,False,False,True,140,Premium,km standard,Blanc,diesel,SUV
BMW,149604,135,False,False,False,False,False,False,False,120,Premium,km élevé,Gris,diesel,SUV
Mitsubishi,305854,173,True,True,True,True,True,False,True,114,Généraliste,km élevé,Gris,diesel,SUV
BMW,85657,135,True,False,False,True,True,True,True,131,Premium,km standard,Noir,diesel,SUV
Mitsubishi,170156,155,True,True,False,True,False,False,True,143,Généraliste,km élevé,Noir,diesel,SUV
BMW,150961,135,False,False,False,False,False,False,False,120,Premium,km élevé,Gris,diesel,SUV
BMW,188713,190,True,True,True,True,True,True,True,152,Premium,km élevé,Argent,diesel,SUV
Nissan,165433,160,False,True,False,True,False,False,True,135,Généraliste,km élevé,Noir,diesel,SUV
BMW,54612,135,True,True,False,True,True,True,True,155,Premium,km standard,Noir,diesel,SUV
BMW,146109,120,True,True,False,True,True,True,True,143,Premium,km élevé,Gris,diesel,SUV
Toyota,98050,230,True,True,False,True,False,True,True,223,Généraliste,km standard,Noir,diesel,SUV
Nissan,88875,100,True,True,False,False,False,False,True,115,Généraliste,km standard,Blanc,diesel,SUV
Nissan,58602,85,False,True,False,False,False,False,True,115,Généraliste,km standard,Blanc,diesel,SUV
Mitsubishi,104096,190,True,True,False,False,False,False,True,177,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,95433,160,True,True,False,True,True,False,True,182,Généraliste,km standard,Marron,diesel,SUV
BMW,126506,135,True,True,False,True,True,False,True,142,Premium,km élevé,Blanc,diesel,SUV
Toyota,29245,160,True,True,True,False,True,False,True,202,Généraliste,km faible,Gris,diesel,SUV
BMW,177996,135,False,True,False,True,True,True,True,136,Premium,km élevé,Noir,diesel,SUV
BMW,200052,135,True,True,True,True,True,True,True,141,Premium,km élevé,Noir,diesel,SUV
Mitsubishi,147248,225,True,True,True,True,True,True,True,156,Généraliste,km élevé,Gris,diesel,SUV
Mitsubishi,74305,190,False,True,False,True,True,False,True,182,Généraliste,km standard,Noir,diesel,SUV
Nissan,75471,135,False,False,False,False,False,False,True,115,Généraliste,km standard,Blanc,diesel,SUV
BMW,109347,135,True,True,True,True,True,True,True,152,Premium,km standard,Noir,diesel,SUV
BMW,154266,135,False,True,False,True,False,False,True,125,Premium,km élevé,Noir,diesel,SUV
Nissan,116018,135,False,False,False,False,True,False,True,123,Généraliste,km standard,Noir,diesel,SUV
BMW,90119,135,True,True,True,False,False,False,True,150,Premium,km standard,Noir,diesel,SUV
Nissan,88244,85,False,True,False,False,False,False,True,100,Généraliste,km standard,Noir,diesel,SUV
Nissan,116980,85,False,True,False,False,False,False,True,103,Généraliste,km standard,Gris,diesel,SUV
BMW,67373,110,False,True,False,False,False,False,True,109,Premium,km standard,Gris,diesel,SUV
BMW,169495,110,True,True,False,False,True,False,True,135,Premium,km élevé,Noir,diesel,SUV
BMW,150971,100,False,True,False,False,False,False,True,127,Premium,km élevé,Blanc,diesel,SUV
BMW,83814,140,True,True,False,True,True,False,True,165,Premium,km standard,Noir,diesel,SUV
BMW,94261,135,False,True,False,True,False,False,True,146,Premium,km standard,Rouge,diesel,SUV
Nissan,96056,105,False,False,False,False,False,False,True,126,Généraliste,km standard,Noir,diesel,SUV
SEAT,39061,140,True,True,False,True,False,False,True,193,Généraliste,km faible,Noir,diesel,SUV
Nissan,136760,120,False,True,False,False,False,False,True,116,Généraliste,km élevé,Gris,diesel,SUV
SEAT,56981,230,True,True,True,True,False,True,True,218,Généraliste,km standard,Noir,diesel,SUV
Nissan,133577,120,True,True,True,False,True,False,True,97,Généraliste,km élevé,Noir,diesel,SUV
Mitsubishi,203537,190,True,True,True,True,True,False,True,189,Généraliste,km élevé,Noir,diesel,SUV
Mitsubishi,112145,190,True,True,True,True,False,True,True,197,Généraliste,km standard,Blanc,diesel,SUV
Mitsubishi,193480,155,False,True,True,True,True,False,True,123,Généraliste,km élevé,Noir,diesel,SUV
BMW,162691,140,True,True,False,True,False,False,True,127,Premium,km élevé,Gris,diesel,SUV
BMW,69362,135,True,True,False,True,True,True,True,154,Premium,km standard,Gris,diesel,SUV
Mitsubishi,158203,210,True,True,False,False,True,False,True,126,Généraliste,km élevé,Noir,diesel,SUV
Nissan,101223,105,False,True,False,True,True,False,True,126,Généraliste,km standard,Marron,diesel,SUV
Nissan,112681,100,False,True,False,False,False,False,True,109,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,68178,230,True,True,True,True,False,False,True,217,Généraliste,km standard,Noir,diesel,SUV
BMW,74216,140,False,True,False,True,False,False,True,160,Premium,km standard,Noir,diesel,SUV
Mitsubishi,96539,160,True,True,False,True,True,False,True,181,Généraliste,km standard,Marron,diesel,SUV
BMW,143327,110,False,False,True,False,False,False,True,131,Premium,km élevé,Noir,diesel,SUV
BMW,122008,140,True,True,False,False,False,False,False,160,Premium,km élevé,Gris,diesel,SUV
BMW,119337,190,True,True,True,True,True,False,True,152,Premium,km standard,Bleu,diesel,SUV
Nissan,162987,100,False,True,False,False,False,False,True,116,Généraliste,km élevé,Gris,diesel,SUV
Suzuki,67798,190,True,True,True,True,False,True,True,239,Généraliste,km standard,Noir,diesel,SUV
Toyota,25931,190,True,True,False,False,False,False,True,251,Généraliste,km faible,Blanc,diesel,SUV
Mitsubishi,34611,190,True,True,True,False,True,False,True,179,Généraliste,km faible,Bleu,diesel,SUV
BMW,129915,140,True,True,False,True,True,True,True,161,Premium,km élevé,Gris,diesel,SUV
Mitsubishi,62957,190,True,True,True,True,True,True,True,205,Généraliste,km standard,Marron,diesel,SUV
BMW,192095,120,True,True,False,True,False,False,True,122,Premium,km élevé,Noir,diesel,SUV
Mitsubishi,58450,190,True,True,True,True,True,False,True,188,Généraliste,km standard,Gris,diesel,SUV
Mitsubishi,30689,190,True,True,True,True,True,True,True,217,Généraliste,km faible,Noir,diesel,SUV
SEAT,40030,140,False,False,False,False,False,False,False,187,Généraliste,km faible,Blanc,diesel,SUV
BMW,186120,135,True,True,True,True,True,False,True,132,Premium,km élevé,Noir,diesel,SUV
Mitsubishi,117507,190,True,True,True,True,True,False,True,186,Généraliste,km standard,Noir,diesel,SUV
BMW,152683,160,True,True,True,True,True,True,True,112,Premium,km élevé,Argent,diesel,SUV
BMW,224340,135,True,False,False,True,True,False,True,121,Premium,km élevé,Noir,diesel,SUV
Nissan,251743,105,False,False,False,False,False,False,True,103,Généraliste,km élevé,Argent,diesel,SUV
Mitsubishi,160279,190,True,True,False,True,True,True,True,194,Généraliste,km élevé,Bleu,diesel,SUV
BMW,97089,140,True,True,True,True,False,True,True,150,Premium,km standard,Blanc,diesel,SUV
BMW,177592,140,True,True,False,True,False,True,True,130,Premium,km élevé,Gris,diesel,SUV
BMW,110264,105,False,False,False,False,False,False,False,133,Premium,km standard,Gris,diesel,SUV
BMW,112261,120,True,True,False,True,False,False,True,128,Premium,km standard,Noir,diesel,SUV
BMW,195353,135,False,True,False,False,True,False,False,114,Premium,km élevé,Bleu,essence,SUV
Mitsubishi,179375,155,True,True,False,True,False,False,True,122,Généraliste,km élevé,Noir,diesel,SUV
BMW,207970,230,False,True,True,True,True,True,True,154,Premium,km élevé,Gris,diesel,SUV
Subaru,46041,230,True,True,True,False,True,False,True,236,Niche,km faible,Gris,diesel,SUV
BMW,138341,120,True,True,False,True,False,False,True,120,Premium,km élevé,Noir,diesel,SUV
BMW,270703,110,True,True,False,True,False,False,True,70,Premium,km élevé,Argent,diesel,SUV
Mitsubishi,128378,155,True,True,True,True,True,False,True,152,Généraliste,km élevé,Noir,diesel,SUV
SEAT,182721,140,True,True,False,True,True,False,True,139,Généraliste,km élevé,Gris,diesel,SUV
SEAT,65581,140,True,True,False,True,True,False,True,173,Généraliste,km standard,Bleu,diesel,SUV
BMW,164843,135,True,True,False,False,False,False,True,128,Premium,km élevé,Blanc,diesel,SUV
Nissan,126450,105,True,False,False,False,False,False,True,109,Généraliste,km élevé,Noir,diesel,SUV
BMW,138197,120,False,False,False,True,False,False,True,123,Premium,km élevé,Gris,diesel,SUV
Subaru,42318,230,True,True,True,True,False,False,True,235,Niche,km faible,Gris,diesel,SUV
Nissan,149348,105,True,True,True,True,True,False,True,119,Généraliste,km élevé,Bleu,diesel,SUV
SEAT,103064,140,True,True,False,False,False,False,True,175,Généraliste,km standard,Gris,diesel,SUV
BMW,204115,230,True,True,False,True,True,True,True,162,Premium,km élevé,Blanc,diesel,SUV
Toyota,65187,190,True,True,True,False,False,False,False,205,Généraliste,km standard,Gris,diesel,SUV
BMW,146618,135,True,True,False,True,False,False,True,124,Premium,km élevé,Noir,diesel,SUV
Mitsubishi,92488,190,False,True,False,False,False,True,True,180,Généraliste,km standard,Gris,diesel,SUV
Mitsubishi,157796,210,True,True,False,False,True,False,True,127,Généraliste,km élevé,Noir,diesel,SUV
BMW,98390,100,False,True,False,False,False,False,True,113,Premium,km standard,Gris,diesel,SUV
BMW,148521,105,False,True,False,False,True,False,True,123,Premium,km élevé,Gris,diesel,SUV
Mitsubishi,29045,230,False,False,False,False,False,False,False,210,Généraliste,km faible,Argent,diesel,SUV
Nissan,114471,100,True,True,False,False,False,False,True,110,Généraliste,km standard,Noir,diesel,SUV
BMW,99233,190,True,False,False,True,False,False,True,130,Premium,km standard,Gris,diesel,SUV
Mitsubishi,113216,230,True,True,False,True,True,True,True,187,Généraliste,km standard,Argent,diesel,SUV
Mitsubishi,140095,180,True,True,True,True,True,False,True,144,Généraliste,km élevé,Blanc,diesel,SUV
Mitsubishi,175252,210,True,True,False,True,True,False,True,132,Généraliste,km élevé,Gris,diesel,SUV
Nissan,87299,105,True,False,True,False,True,False,True,122,Généraliste,km standard,Gris,diesel,SUV
BMW,146183,120,True,True,True,True,False,True,True,127,Premium,km élevé,Noir,diesel,SUV
Nissan,132927,120,True,True,True,False,True,False,True,99,Généraliste,km élevé,Noir,diesel,SUV
Mitsubishi,181891,225,True,True,True,True,True,False,True,147,Généraliste,km élevé,Blanc,diesel,SUV
Nissan,120970,85,False,True,False,False,True,False,True,101,Généraliste,km élevé,Blanc,diesel,SUV
Mitsubishi,72104,180,True,True,False,False,False,False,True,156,Généraliste,km standard,Gris,diesel,SUV
BMW,157094,135,False,False,True,True,True,True,True,147,Premium,km élevé,Blanc,diesel,SUV
Nissan,142947,100,True,False,True,False,False,False,True,107,Généraliste,km élevé,Blanc,diesel,SUV
BMW,167662,135,True,True,False,True,True,False,True,136,Premium,km élevé,Gris,diesel,SUV
Suzuki,53221,180,True,True,True,True,False,True,True,207,Généraliste,km standard,Blanc,diesel,SUV
Nissan,141141,105,True,True,False,True,True,False,True,119,Généraliste,km élevé,Noir,diesel,SUV
BMW,63507,135,False,False,False,False,False,False,False,150,Premium,km standard,Gris,diesel,SUV
BMW,163832,105,False,True,True,False,True,True,True,119,Premium,km élevé,Marron,diesel,SUV
BMW,192055,120,True,True,False,True,True,False,True,130,Premium,km élevé,Bleu,diesel,SUV
BMW,123813,100,True,True,False,False,True,False,True,127,Premium,km élevé,Marron,diesel,SUV
Mitsubishi,172852,180,True,True,True,True,True,False,True,142,Généraliste,km élevé,Noir,diesel,SUV
SEAT,50941,140,True,True,True,True,True,False,True,173,Généraliste,km standard,Noir,diesel,SUV
BMW,140215,100,True,True,False,False,False,False,True,109,Premium,km élevé,Noir,diesel,SUV
BMW,168240,135,False,True,False,True,True,True,True,127,Premium,km élevé,Argent,diesel,SUV
BMW,107760,120,False,True,False,True,False,False,True,127,Premium,km standard,Bleu,diesel,SUV
SEAT,112720,190,True,True,True,True,True,True,True,187,Généraliste,km standard,Blanc,diesel,SUV
SEAT,62592,140,True,True,False,True,True,False,True,189,Généraliste,km standard,Blanc,diesel,SUV
BMW,179762,140,True,True,False,True,False,False,True,146,Premium,km élevé,Noir,diesel,SUV
Toyota,281569,180,True,True,False,True,True,True,True,144,Généraliste,km élevé,Blanc,diesel,SUV
Nissan,163396,100,False,True,False,False,False,False,True,116,Généraliste,km élevé,Gris,diesel,SUV
BMW,221872,135,True,True,False,True,True,True,True,136,Premium,km élevé,Noir,diesel,SUV
BMW,146517,120,True,True,False,True,True,True,True,139,Premium,km élevé,Gris,diesel,SUV
Mitsubishi,132583,225,True,True,True,True,True,True,True,151,Généraliste,km élevé,Noir,diesel,SUV
Nissan,189429,135,False,False,False,True,False,True,True,117,Généraliste,km élevé,Bleu,diesel,SUV
Mitsubishi,134909,190,True,True,False,True,True,True,True,195,Généraliste,km élevé,Gris,diesel,SUV
Mitsubishi,85387,190,True,True,False,True,True,False,True,203,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,142463,190,True,True,False,True,False,False,True,200,Généraliste,km élevé,Blanc,diesel,SUV
BMW,196501,135,True,True,True,True,False,True,True,131,Premium,km élevé,Argent,diesel,SUV
BMW,87432,135,False,False,False,False,False,False,False,146,Premium,km standard,Argent,diesel,SUV
BMW,85603,140,True,True,True,False,False,False,False,164,Premium,km standard,Gris,diesel,SUV
Nissan,53361,105,False,True,False,False,False,False,True,114,Généraliste,km standard,Blanc,diesel,SUV
Nissan,100488,105,False,True,False,True,False,True,True,127,Généraliste,km standard,Blanc,diesel,SUV
Mitsubishi,71743,190,True,True,False,True,True,True,True,210,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,193244,155,False,True,True,True,True,False,True,127,Généraliste,km élevé,Noir,diesel,SUV
Subaru,114410,280,True,True,False,True,True,False,True,191,Niche,km standard,Noir,diesel,SUV
Mitsubishi,85526,190,True,True,False,True,False,False,True,203,Généraliste,km standard,Blanc,diesel,SUV
Mitsubishi,54433,190,False,True,True,True,True,True,True,198,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,123474,190,True,True,False,True,True,True,True,208,Généraliste,km élevé,Noir,diesel,SUV
BMW,101071,140,False,True,False,True,False,False,True,141,Premium,km standard,Noir,diesel,SUV
BMW,169680,135,True,True,False,True,False,True,True,130,Premium,km élevé,Argent,diesel,SUV
BMW,182218,190,True,True,True,True,True,False,True,137,Premium,km élevé,Noir,diesel,SUV
BMW,116168,190,True,True,True,True,True,True,True,151,Premium,km standard,Gris,diesel,SUV
